Name	Year	Decade	Abilities	AbilitiesCount	Partnerships	PartnershipsCount	URL	ImageURL	localFilePath	NameCaps	PartnershipsCaps	AbilitiesCaps
Daytripper	1976	1970	Magic,Teleportation,Illusion generation,Shapeshifting,Force bolts,Hypnotism,Formerly wielded the  Soulsword	7		0	https://en.wikipedia.org/wiki/Amanda_Sefton	https://upload.wikimedia.org/wikipedia/en/thumb/8/8b/MagikII.png/250px-MagikII.png	./img.marvel_chars/642.png	DAYTRIPPER		MAGIC,TELEPORTATION,ILLUSION GENERATION,SHAPESHIFTING,FORCE BOLTS,HYPNOTISM,FORMERLY WIELDED THE  SOULSWORD
Sentry	1967	1960		0		0	https://en.wikipedia.org/wiki/Sentry_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Sentry_v1_1.jpg/100px-Sentry_v1_1.jpg	./img.marvel_chars/643.jpg	SENTRY		
Sentry	1993	1990	No superhuman powers,body-armor,jet-boots,repulsor gun	4		0	https://en.wikipedia.org/wiki/Sentry_(Curtis_Elkins)	https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Sentry2.jpg/250px-Sentry2.jpg	./img.marvel_chars/644.jpg	SENTRY		NO SUPERHUMAN POWERS,BODY-ARMOR,JET-BOOTS,REPULSOR GUN
The Sentry	2000	2000	Sentry :,Superhuman strength,speed,stamina,durability,Resurrection,Accelerated healing,Invulnerability,Flight,Enhanced senses,Void :,Molecule manipulation	12		0	https://en.wikipedia.org/wiki/Sentry_(Robert_Reynolds)	https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Sentry%28Robert_Reynolds%29.jpg/250px-Sentry%28Robert_Reynolds%29.jpg	./img.marvel_chars/645.jpg	THE SENTRY		SENTRY :,SUPERHUMAN STRENGTH,SPEED,STAMINA,DURABILITY,RESURRECTION,ACCELERATED HEALING,INVULNERABILITY,FLIGHT,ENHANCED SENSES,VOID :,MOLECULE MANIPULATION
Sepulchre	1993	1990	Darkforce  manipulation	1		0	https://en.wikipedia.org/wiki/Sepulchre_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/7/7b/Shdowwoman.jpg/250px-Shdowwoman.jpg	./img.marvel_chars/646.jpg	SEPULCHRE		DARKFORCE  MANIPULATION
Sersi	1976	1970	Superhuman strength,durability,Molecular,atomic manipulation,Psionic powers,Immortality,Flight	7		0	https://en.wikipedia.org/wiki/Sersi	https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Sersi_2.jpg/250px-Sersi_2.jpg	./img.marvel_chars/647.jpg	SERSI		SUPERHUMAN STRENGTH,DURABILITY,MOLECULAR,ATOMIC MANIPULATION,PSIONIC POWERS,IMMORTALITY,FLIGHT
Shaman	1979	1970	Carries a  medicine bag  which contains a pocket dimension,Can summon anything needed from the bag	2		0	https://en.wikipedia.org/wiki/Shaman_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/Alphaflight27.jpg/250px-Alphaflight27.jpg	./img.marvel_chars/648.jpg	SHAMAN		CARRIES A  MEDICINE BAG  WHICH CONTAINS A POCKET DIMENSION,CAN SUMMON ANYTHING NEEDED FROM THE BAG
Shamrock	1982	1980	probability manipulation	1		0	https://en.wikipedia.org/wiki/Shamrock_(comics)	https://None	N/A	SHAMROCK		PROBABILITY MANIPULATION
Shang-Chi: Master of Kung Fu	1973	1970	Superb Athlete,Expert practitioner of the Chinese martial arts	2		0	https://en.wikipedia.org/wiki/Shang-Chi	https://upload.wikimedia.org/wikipedia/en/thumb/3/31/Shang-Chi.jpg/250px-Shang-Chi.jpg	./img.marvel_chars/650.jpg	SHANG-CHI: MASTER OF KUNG FU		SUPERB ATHLETE,EXPERT PRACTITIONER OF THE CHINESE MARTIAL ARTS
Shanna the She-Devil	1972	1970	Well-trained veterinarian,Olympic-level athlete,Experienced hand to hand combatant,Peak-level strength,Extraordinary agility	5	Ka-Zar	1	https://en.wikipedia.org/wiki/Shanna_the_She-Devil	https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Shanna1.jpg/250px-Shanna1.jpg	./img.marvel_chars/651.jpg	SHANNA THE SHE-DEVIL	KA-ZAR	WELL-TRAINED VETERINARIAN,OLYMPIC-LEVEL ATHLETE,EXPERIENCED HAND TO HAND COMBATANT,PEAK-LEVEL STRENGTH,EXTRAORDINARY AGILITY
Karima Shapandar	2000	2000	As a Prime Sentinel,Superhuman strength,Resistance to injury,regenerative abilities,Electrostatic poles mounted on her arms,Flight,Selection of unspecified weapons,mechanisms that retract into body	8		0	https://en.wikipedia.org/wiki/Karima_Shapandar	https://upload.wikimedia.org/wikipedia/en/3/31/Karima_Shapandar.jpg	./img.marvel_chars/652.jpg	KARIMA SHAPANDAR		AS A PRIME SENTINEL,SUPERHUMAN STRENGTH,RESISTANCE TO INJURY,REGENERATIVE ABILITIES,ELECTROSTATIC POLES MOUNTED ON HER ARMS,FLIGHT,SELECTION OF UNSPECIFIED WEAPONS,MECHANISMS THAT RETRACT INTO BODY
Shard	1993	1990	Energy blasts,intangibility (holographic Shard only)	2	Chronomancer	1	https://en.wikipedia.org/wiki/Shard_(comics)	https://upload.wikimedia.org/wikipedia/en/9/94/X-factor147.jpg	./img.marvel_chars/653.jpg	SHARD	CHRONOMANCER	ENERGY BLASTS,INTANGIBILITY (HOLOGRAPHIC SHARD ONLY)
Shatterstar	1991	1990	Superhuman physical attributes and accelerated healing factor,Enhanced cognition,Ability to generate vibratory shockwaves and create teleportation portals through his swords	3		0	https://en.wikipedia.org/wiki/Shatterstar	https://upload.wikimedia.org/wikipedia/en/thumb/b/be/Shatterstar.png/250px-Shatterstar.png	./img.marvel_chars/654.png	SHATTERSTAR		SUPERHUMAN PHYSICAL ATTRIBUTES AND ACCELERATED HEALING FACTOR,ENHANCED COGNITION,ABILITY TO GENERATE VIBRATORY SHOCKWAVES AND CREATE TELEPORTATION PORTALS THROUGH HIS SWORDS
She-Hulk	1980	1980	Superhuman strength, speed, durability and endurance,Regenerative healing factor	2		0	https://en.wikipedia.org/wiki/She-Hulk	https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/She-Hulk_vol_2_7_textless.jpg/250px-She-Hulk_vol_2_7_textless.jpg	./img.marvel_chars/655.jpg	SHE-HULK		SUPERHUMAN STRENGTH, SPEED, DURABILITY AND ENDURANCE,REGENERATIVE HEALING FACTOR
She-Hulk	2008	2000	Expert hand to hand combatant,killer,Vast superhuman strength,Superhuman speed,agility,stamina,durability,Great leaping,Immunity to the  Venom symbiote,Knowledge of future tech,history	11		0	https://en.wikipedia.org/wiki/She-Hulk_(Lyra)	https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/All_New_Savage_She-Hulk.jpg/250px-All_New_Savage_She-Hulk.jpg	./img.marvel_chars/656.jpg	SHE-HULK		EXPERT HAND TO HAND COMBATANT,KILLER,VAST SUPERHUMAN STRENGTH,SUPERHUMAN SPEED,AGILITY,STAMINA,DURABILITY,GREAT LEAPING,IMMUNITY TO THE  VENOM SYMBIOTE,KNOWLEDGE OF FUTURE TECH,HISTORY
She-Venom	1993	1990	Has all of Spider-Man's abilities,Shape-shifting,Cannot be detected by Spider-Man's spider sense	3		0	https://en.wikipedia.org/wiki/She-Venom	https://upload.wikimedia.org/wikipedia/en/5/5c/Brideofvenom.png	./img.marvel_chars/657.png	SHE-VENOM		HAS ALL OF SPIDER-MAN'S ABILITIES,SHAPE-SHIFTING,CANNOT BE DETECTED BY SPIDER-MAN'S SPIDER SENSE
Shear	1987	1980	Disruption of molecular bonds,Enhanced strength	2		0	https://en.wikipedia.org/wiki/Shear_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Shear_comics.jpg/250px-Shear_comics.jpg	./img.marvel_chars/658.jpg	SHEAR		DISRUPTION OF MOLECULAR BONDS,ENHANCED STRENGTH
Lotus Shinchuko	1975	1970		0		0	https://en.wikipedia.org/wiki/Lotus_Shinchuko	https://None	N/A	LOTUS SHINCHUKO		
The Shiver Man	2001	2000	- Intangibility,- Teleportation,-Preternatural tracking ability,-Ability to reattach severed limbs with no permanent damage,- Immortality (?)	5	Wolverine,Nick Fury,The Beast	3	https://en.wikipedia.org/wiki/Shiver_Man	https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Shiverma4.jpg/250px-Shiverma4.jpg	./img.marvel_chars/660.jpg	THE SHIVER MAN	WOLVERINE,NICK FURY,THE BEAST	- INTANGIBILITY,- TELEPORTATION,-PRETERNATURAL TRACKING ABILITY,-ABILITY TO REATTACH SEVERED LIMBS WITH NO PERMANENT DAMAGE,- IMMORTALITY (?)
Shooting Star	1981	1980	"Expert markswoman,rodeo rider,Wears specially-designed ""star shooters"",boots which contain miniature  gyroscopes"	4		0	https://en.wikipedia.org/wiki/Shooting_Star_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/8/87/Shootingstarh265.jpg/225px-Shootingstarh265.jpg	./img.marvel_chars/661.jpg	SHOOTING STAR		"EXPERT MARKSWOMAN,RODEO RIDER,WEARS SPECIALLY-DESIGNED ""STAR SHOOTERS"",BOOTS WHICH CONTAIN MINIATURE  GYROSCOPES"
Shriker	2020	2020	Extensive Martial Arts Training	1	Ghost Rider,John Blaze,Caretaker	3	https://en.wikipedia.org/wiki/Shriker	https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/JackShriker.jpg/150px-JackShriker.jpg	./img.marvel_chars/662.jpg	SHRIKER	GHOST RIDER,JOHN BLAZE,CARETAKER	EXTENSIVE MARTIAL ARTS TRAINING
Shroud	1976	1970	"Olympic-level athlete,Adept acrobat,infiltrator,Trained martial artist,Carries explosive ""bombarangs"",Use of one-man aircraft,Flight at walking speed,Ability to transform Darkforce dimension energy into anything imaginable,""see"" through walls,darkness"	10		0	https://en.wikipedia.org/wiki/Shroud_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/The_shroud.jpg/250px-The_shroud.jpg	./img.marvel_chars/663.jpg	SHROUD		"OLYMPIC-LEVEL ATHLETE,ADEPT ACROBAT,INFILTRATOR,TRAINED MARTIAL ARTIST,CARRIES EXPLOSIVE ""BOMBARANGS"",USE OF ONE-MAN AIRCRAFT,FLIGHT AT WALKING SPEED,ABILITY TO TRANSFORM DARKFORCE DIMENSION ENERGY INTO ANYTHING IMAGINABLE,""SEE"" THROUGH WALLS,DARKNESS"
Siege	1990	1990	Superhuman strength,superhuman durability,flight,variety of weapons systems,sensor arrays built into his body,vast library of information stored in his information databanks	6		0	https://en.wikipedia.org/wiki/Siege_(John_Kelly)	https://None	N/A	SIEGE		SUPERHUMAN STRENGTH,SUPERHUMAN DURABILITY,FLIGHT,VARIETY OF WEAPONS SYSTEMS,SENSOR ARRAYS BUILT INTO HIS BODY,VAST LIBRARY OF INFORMATION STORED IN HIS INFORMATION DATABANKS
Sif	1964	1960	Superhuman strength,endurance,longevity	3	Thor	1	https://en.wikipedia.org/wiki/Sif_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/6/6b/Sif.jpg/250px-Sif.jpg	./img.marvel_chars/665.jpg	SIF	THOR	SUPERHUMAN STRENGTH,ENDURANCE,LONGEVITY
Silencer	1987	1980	Nullifies sound waves,Enhanced strength	2		0	https://en.wikipedia.org/wiki/Silencer_(comics)	https://upload.wikimedia.org/wikipedia/en/5/5b/Silencer_comics.jpg	./img.marvel_chars/666.jpg	SILENCER		NULLIFIES SOUND WAVES,ENHANCED STRENGTH
Silhouette	1990	1990	Superb hand to hand combatant,Expert martial artist,Enhanced strength,speed,agility,Shadow teleportation,Darkforce energy manipulation,Ability to become a living shadow	8		0	https://en.wikipedia.org/wiki/Silhouette_(comics)	https://upload.wikimedia.org/wikipedia/en/b/bc/Silhouetteani.png	./img.marvel_chars/667.png	SILHOUETTE		SUPERB HAND TO HAND COMBATANT,EXPERT MARTIAL ARTIST,ENHANCED STRENGTH,SPEED,AGILITY,SHADOW TELEPORTATION,DARKFORCE ENERGY MANIPULATION,ABILITY TO BECOME A LIVING SHADOW
Silk	2014	2010	Superhuman strength, speed, agility, stamina, reflexes and endurance,Ability to cling to most surfaces,Healing factor,Able to shoot very strong spider-web strings from fingers,Long range precognitive Spider-Sense,Master hand-to-hand combatant,Eidetic memory	7	Spider-Man,Spider-Woman	2	https://en.wikipedia.org/wiki/Silk_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/Silk-comic_cover.jpg/250px-Silk-comic_cover.jpg	./img.marvel_chars/668.jpg	SILK	SPIDER-MAN,SPIDER-WOMAN	SUPERHUMAN STRENGTH, SPEED, AGILITY, STAMINA, REFLEXES AND ENDURANCE,ABILITY TO CLING TO MOST SURFACES,HEALING FACTOR,ABLE TO SHOOT VERY STRONG SPIDER-WEB STRINGS FROM FINGERS,LONG RANGE PRECOGNITIVE SPIDER-SENSE,MASTER HAND-TO-HAND COMBATANT,EIDETIC MEMORY
Silver Fox	1989	1980	Artificial  healing factor,age suppressant,ability to control people by touch	3		0	https://en.wikipedia.org/wiki/Silver_Fox_(comics)	https://None	N/A	SILVER FOX		ARTIFICIAL  HEALING FACTOR,AGE SUPPRESSANT,ABILITY TO CONTROL PEOPLE BY TOUCH
Silver Sable	1985	1980	Highly trained in hand-to-hand combat,Very skilled with fire weapons,blades,Excellent strategist	4		0	https://en.wikipedia.org/wiki/Silver_Sable	https://upload.wikimedia.org/wikipedia/en/9/9b/SilverSable3.gif	./img.marvel_chars/670.gif	SILVER SABLE		HIGHLY TRAINED IN HAND-TO-HAND COMBAT,VERY SKILLED WITH FIRE WEAPONS,BLADES,EXCELLENT STRATEGIST
Silver Samurai	1974	1970	Master samurai,martial artist,Teleportation ring,Wears a lightweight steel alloy body armor,Extensive knowledge of criminal organizations,Carries katana,shuriken,other weapons,Ability to generate a  tachyon  field (capable of cutting through apparently anything,except  adamantium )	10	Viper,Mandrill,Black Spectre	3	https://en.wikipedia.org/wiki/Silver_Samurai	https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Silversumor.jpg/250px-Silversumor.jpg	./img.marvel_chars/671.jpg	SILVER SAMURAI	VIPER,MANDRILL,BLACK SPECTRE	MASTER SAMURAI,MARTIAL ARTIST,TELEPORTATION RING,WEARS A LIGHTWEIGHT STEEL ALLOY BODY ARMOR,EXTENSIVE KNOWLEDGE OF CRIMINAL ORGANIZATIONS,CARRIES KATANA,SHURIKEN,OTHER WEAPONS,ABILITY TO GENERATE A  TACHYON  FIELD (CAPABLE OF CUTTING THROUGH APPARENTLY ANYTHING,EXCEPT  ADAMANTIUM )
Silver Surfer	1966	1960	Endowed with the  Power Cosmic	1		0	https://en.wikipedia.org/wiki/Silver_Surfer	https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Toss.png/250px-Toss.png	./img.marvel_chars/672.png	SILVER SURFER		ENDOWED WITH THE  POWER COSMIC
Silverclaw	1998	1990	Ability to change into various metal were-animal forms	1		0	https://en.wikipedia.org/wiki/Silverclaw	https://upload.wikimedia.org/wikipedia/en/thumb/1/19/Silverclaw.jpeg/250px-Silverclaw.jpeg	./img.marvel_chars/673.jpeg	SILVERCLAW		ABILITY TO CHANGE INTO VARIOUS METAL WERE-ANIMAL FORMS
Siryn	1981	1980	Sonic Scream,Flight,Sound Manipulation,Hypnosis,Teleportation,Immortality/Longevity,Various undefined mystical abilities since becoming the Morrigan	7	Black Tom Cassidy,Juggernaut	2	https://en.wikipedia.org/wiki/Siryn	https://upload.wikimedia.org/wikipedia/en/thumb/7/70/X_FACT_COV005_400.jpg/250px-X_FACT_COV005_400.jpg	./img.marvel_chars/674.jpg	SIRYN	BLACK TOM CASSIDY,JUGGERNAUT	SONIC SCREAM,FLIGHT,SOUND MANIPULATION,HYPNOSIS,TELEPORTATION,IMMORTALITY/LONGEVITY,VARIOUS UNDEFINED MYSTICAL ABILITIES SINCE BECOMING THE MORRIGAN
Skaar	2007	2000	Skilled swordsman,Superhuman strength,speed,stamina,durability,Regenerative healing factor,Immunity to fire,high temperatures,Ability to draw power from the planet	9		0	https://en.wikipedia.org/wiki/Skaar_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Skaar.jpg/250px-Skaar.jpg	./img.marvel_chars/675.jpg	SKAAR		SKILLED SWORDSMAN,SUPERHUMAN STRENGTH,SPEED,STAMINA,DURABILITY,REGENERATIVE HEALING FACTOR,IMMUNITY TO FIRE,HIGH TEMPERATURES,ABILITY TO DRAW POWER FROM THE PLANET
Skids	1986	1980	Force field generation	1		0	https://en.wikipedia.org/wiki/Skids_(comics)	https://upload.wikimedia.org/wikipedia/en/1/18/Skids.jpg	./img.marvel_chars/676.jpg	SKIDS		FORCE FIELD GENERATION
Skin	2020	2020	Six feet of extra,malleable skin which can be stretched or reshaped at will	2		0	https://en.wikipedia.org/wiki/Skin_(Marvel_Comics)	https://upload.wikimedia.org/wikipedia/en/c/c7/Skin%28Comics%29.jpg	./img.marvel_chars/677.jpg	SKIN		SIX FEET OF EXTRA,MALLEABLE SKIN WHICH CAN BE STRETCHED OR RESHAPED AT WILL
Skrullian Skymaster	1985	1980	Superhuman strength greater than a normal Skrull,Flight,Fire projection,Invisibility,Shape-shifting,Telepathy,Elasticity,Excellent hand-to-hand combatant,Accomplished pilot	9		0	https://en.wikipedia.org/wiki/Skrullian_Skymaster	https://None	N/A	SKRULLIAN SKYMASTER		SUPERHUMAN STRENGTH GREATER THAN A NORMAL SKRULL,FLIGHT,FIRE PROJECTION,INVISIBILITY,SHAPE-SHIFTING,TELEPATHY,ELASTICITY,EXCELLENT HAND-TO-HAND COMBATANT,ACCOMPLISHED PILOT
Skull the Slayer	1975	1970	Scorpion power belt grants:,Enhanced strength,durability	3		0	https://en.wikipedia.org/wiki/Skull_the_Slayer	https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Skull_the_Slayer_no_1.jpeg/200px-Skull_the_Slayer_no_1.jpeg	./img.marvel_chars/679.jpeg	SKULL THE SLAYER		SCORPION POWER BELT GRANTS:,ENHANCED STRENGTH,DURABILITY
Skullfire	2099	2090	Made of pure energy,Ability to absorb and rechannel energy around him,Levitation	3		0	https://en.wikipedia.org/wiki/Skullfire	https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Xmen2099-29.jpg/250px-Xmen2099-29.jpg	./img.marvel_chars/680.jpg	SKULLFIRE		MADE OF PURE ENERGY,ABILITY TO ABSORB AND RECHANNEL ENERGY AROUND HIM,LEVITATION
Slapstick	1992	1990	"Experienced practical joker,""Cartoon Physics"" grants:,Superhuman agility,durability,reflexes,Enhanced strength when electrocuted,Indestructibility,Virtually unlimited malleability,Minimal reality manipulation"	9		0	https://en.wikipedia.org/wiki/Slapstick_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/8/81/Slapstickmu0.png/250px-Slapstickmu0.png	./img.marvel_chars/681.png	SLAPSTICK		"EXPERIENCED PRACTICAL JOKER,""CARTOON PHYSICS"" GRANTS:,SUPERHUMAN AGILITY,DURABILITY,REFLEXES,ENHANCED STRENGTH WHEN ELECTROCUTED,INDESTRUCTIBILITY,VIRTUALLY UNLIMITED MALLEABILITY,MINIMAL REALITY MANIPULATION"
Sleepwalker	1991	1990	Superhuman strength,durability,enhanced agility,reflexes,running speed,levitation,stamina,Superhuman visual acuity,Substance altering eyebeams,Immunity to sleep,other resistances due to alien physiology	11		0	https://en.wikipedia.org/wiki/Sleepwalker_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Sleepwalker_%28Marvel_comics%29.jpg/250px-Sleepwalker_%28Marvel_comics%29.jpg	./img.marvel_chars/682.jpg	SLEEPWALKER		SUPERHUMAN STRENGTH,DURABILITY,ENHANCED AGILITY,REFLEXES,RUNNING SPEED,LEVITATION,STAMINA,SUPERHUMAN VISUAL ACUITY,SUBSTANCE ALTERING EYEBEAMS,IMMUNITY TO SLEEP,OTHER RESISTANCES DUE TO ALIEN PHYSIOLOGY
Slipstream	2020	2020	"Limited space-time manipulation,reality warping capabilities that enables him to conjure a ""Warp Wave"",Psychic navigation,Use of a shortened metal surfboard,Ability to take other people through the Warp Wave through increased concentration to maintain the wave"	5		0	https://en.wikipedia.org/wiki/Slipstream_(comics)	https://upload.wikimedia.org/wikipedia/en/1/1f/Slipstream_%28Davis_Cameron%29.png	./img.marvel_chars/683.png	SLIPSTREAM		"LIMITED SPACE-TIME MANIPULATION,REALITY WARPING CAPABILITIES THAT ENABLES HIM TO CONJURE A ""WARP WAVE"",PSYCHIC NAVIGATION,USE OF A SHORTENED METAL SURFBOARD,ABILITY TO TAKE OTHER PEOPLE THROUGH THE WARP WAVE THROUGH INCREASED CONCENTRATION TO MAINTAIN THE WAVE"
Marrina Smallwood	1983	1980	Underwater breathing,Transformation	2		0	https://en.wikipedia.org/wiki/Marrina_Smallwood	https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Marrina.jpg/200px-Marrina.jpg	./img.marvel_chars/684.jpg	MARRINA SMALLWOOD		UNDERWATER BREATHING,TRANSFORMATION
Smasher	1977	1970	"Superhuman strength via cosmic radiation absorption,Ability to download additional powers via exospex,Flight via anti-gravity ""flight patches"""	3		0	https://en.wikipedia.org/wiki/Smasher	https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Smasherwiki.jpg/250px-Smasherwiki.jpg	./img.marvel_chars/685.jpg	SMASHER		"SUPERHUMAN STRENGTH VIA COSMIC RADIATION ABSORPTION,ABILITY TO DOWNLOAD ADDITIONAL POWERS VIA EXOSPEX,FLIGHT VIA ANTI-GRAVITY ""FLIGHT PATCHES"""
Tabitha Smith	1985	1980	Creates variably-sized orbs of pure psionic energy that explode with concussive,destructive force	2		0	https://en.wikipedia.org/wiki/Tabitha_Smith	https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Meltdown01.jpg/250px-Meltdown01.jpg	./img.marvel_chars/686.jpg	TABITHA SMITH		CREATES VARIABLY-SIZED ORBS OF PURE PSIONIC ENERGY THAT EXPLODE WITH CONCUSSIVE,DESTRUCTIVE FORCE
Smuggler	2001	2000	Darkforce suit grants:,Portal generation,Limb,extremities elongation,Ability to create tendril-like grappling claws	5		0	https://en.wikipedia.org/wiki/Smuggler_(comics)	https://None	N/A	SMUGGLER		DARKFORCE SUIT GRANTS:,PORTAL GENERATION,LIMB,EXTREMITIES ELONGATION,ABILITY TO CREATE TENDRIL-LIKE GRAPPLING CLAWS
Snapdragon	1986	1980	Plasma bursts,Enhanced strength	2		0	https://en.wikipedia.org/wiki/Snapdragon_(Morituri)	https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Snapdragon_Morituri.jpg/250px-Snapdragon_Morituri.jpg	./img.marvel_chars/688.jpg	SNAPDRAGON		PLASMA BURSTS,ENHANCED STRENGTH
Dinah Soar	2020	2020	Flight via razor-tipped wings,Limited sonic powers,Empathic calming,Agelessness	4		0	https://en.wikipedia.org/wiki/Dinah_Soar	https://upload.wikimedia.org/wikipedia/en/thumb/9/9d/Dinah_Soar.jpg/250px-Dinah_Soar.jpg	./img.marvel_chars/689.jpg	DINAH SOAR		FLIGHT VIA RAZOR-TIPPED WINGS,LIMITED SONIC POWERS,EMPATHIC CALMING,AGELESSNESS
Solarman	1989	1980	superhuman strength,supersonic flight,survival in deep space,can control light,heat,other forms of energy	6		0	https://en.wikipedia.org/wiki/Solarman	https://None	N/A	SOLARMAN		SUPERHUMAN STRENGTH,SUPERSONIC FLIGHT,SURVIVAL IN DEEP SPACE,CAN CONTROL LIGHT,HEAT,OTHER FORMS OF ENERGY
Solo	1986	1980	Master hand to hand combatant,Expert marksman,Gifted intellect,Limited teleportation,Wears a bullet-proof quilted Kevlar armor,Use of conventional weapons,firearms	7		0	https://en.wikipedia.org/wiki/Solo_(Marvel_Comics)	https://None	N/A	SOLO		MASTER HAND TO HAND COMBATANT,EXPERT MARKSMAN,GIFTED INTELLECT,LIMITED TELEPORTATION,WEARS A BULLET-PROOF QUILTED KEVLAR ARMOR,USE OF CONVENTIONAL WEAPONS,FIREARMS
Songbird	1979	1970	"Supersonic speed,Sound,vocal manipulation,Sonokinesis,Sonic screams,waves,burst projection,Echolocation,Echokinesis,Hypnotic song,Ability to create ""solid sound"" constructs"	11		0	https://en.wikipedia.org/wiki/Songbird_(comics)	https://upload.wikimedia.org/wikipedia/en/d/d3/Songbirdtboltsx.png	./img.marvel_chars/692.png	SONGBIRD		"SUPERSONIC SPEED,SOUND,VOCAL MANIPULATION,SONOKINESIS,SONIC SCREAMS,WAVES,BURST PROJECTION,ECHOLOCATION,ECHOKINESIS,HYPNOTIC SONG,ABILITY TO CREATE ""SOLID SOUND"" CONSTRUCTS"
Sophia “Chat” Sanduval	2009	2000	Ability to communicate with animals	1		0	https://en.wikipedia.org/wiki/Sophia_%22Chat%22_Sanduval	https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Sophia_Sanduval.jpg/150px-Sophia_Sanduval.jpg	./img.marvel_chars/693.jpg	SOPHIA “CHAT” SANDUVAL		ABILITY TO COMMUNICATE WITH ANIMALS
Southpaw	2004	2000		0		0	https://en.wikipedia.org/wiki/Southpaw_(comics)	https://None	N/A	SOUTHPAW		
Doctor Spectrum	1969	1960	Via Power Prism:,Flight,Energy projection,manipulation,Ability to survive in space,Intangibility	6		0	https://en.wikipedia.org/wiki/Doctor_Spectrum	https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/IronMan-63.jpg/250px-IronMan-63.jpg	./img.marvel_chars/695.jpg	DOCTOR SPECTRUM		VIA POWER PRISM:,FLIGHT,ENERGY PROJECTION,MANIPULATION,ABILITY TO SURVIVE IN SPACE,INTANGIBILITY
Speed	2006	2000	Superhuman speed,Molecular acceleration,Superhumanly fast reflexes,Fast metabolism	4		0	https://en.wikipedia.org/wiki/Speed_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/9/94/Speed.png/250px-Speed.png	./img.marvel_chars/696.png	SPEED		SUPERHUMAN SPEED,MOLECULAR ACCELERATION,SUPERHUMANLY FAST REFLEXES,FAST METABOLISM
Speed Demon	1969	1960	Genius chemist,Superhuman speed,stamina,reflexes	4		0	https://en.wikipedia.org/wiki/Speed_Demon_(comics)	https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Speed_Demon_Superior_Foes_of_Spider-Man_Vol_1_3.jpg/250px-Speed_Demon_Superior_Foes_of_Spider-Man_Vol_1_3.jpg	./img.marvel_chars/697.jpg	SPEED DEMON		GENIUS CHEMIST,SUPERHUMAN SPEED,STAMINA,REFLEXES
Spider-Girl	1998	1990	"Ability to stick to solid surfaces,repel objects,people,Superhuman strength,durability,stamina,speed,agility,reflexes,endurance,Precognitive ""Spider-Sense"",Bio-magnetism  manipulation,Ability to sense the weak points in her enemies"	13		0	https://en.wikipedia.org/wiki/Spider-Girl	https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Spider-girl-continues.jpg/250px-Spider-girl-continues.jpg	./img.marvel_chars/698.jpg	SPIDER-GIRL		"ABILITY TO STICK TO SOLID SURFACES,REPEL OBJECTS,PEOPLE,SUPERHUMAN STRENGTH,DURABILITY,STAMINA,SPEED,AGILITY,REFLEXES,ENDURANCE,PRECOGNITIVE ""SPIDER-SENSE"",BIO-MAGNETISM  MANIPULATION,ABILITY TO SENSE THE WEAK POINTS IN HER ENEMIES"
Alternate versions of Spider-Man	1962	1960		0		0	https://en.wikipedia.org/wiki/Alternative_versions_of_Spider-Man	https://upload.wikimedia.org/wikipedia/en/thumb/4/44/Spider-Verse_Spider-Men.jpg/250px-Spider-Verse_Spider-Men.jpg	./img.marvel_chars/699.jpg	ALTERNATE VERSIONS OF SPIDER-MAN		
Spider-Man	1962	1960		0		0	https://en.wikipedia.org/wiki/List_of_incarnations_of_Spider-Man	https://None	N/A	SPIDER-MAN		
